,Tweet Awal,Tweet Bersih
6337,"USER USER Mas mas... Buat malu muslim saja mas, ketika ahok anda diam, ketika sukma anda diam... Ketika USER anda reaksi.. Masi belum puas dengan pemamaran pak rocky..",pengguna pengguna mas mas buat malu muslim saja mas ketika ahok anda diam ketika sukma anda diam ketika pengguna anda reaksi masih belum puas dengan pemamaran pak rocky
6338,USER Ingat ya bapak ibu klo ga ada perbedaan di dunia ini semua mau di sama in ...aneh ga coba simak dulu...itu bagaikan masakan tanpa garam...istlhnya\nDi dunia pria semua .bagus ga atau cewek smua bagus kga..atau kristen smua atau islam smua ...,pengguna ingat ya bapak ibu kalau tidak ada perbedan di dunia ini semua mau di sama in aneh tidak coba simak dulu itu bagaikan masakan tanpa garam istilahnya dimana dunia pria semua bagus tidak atau cewek semua bagus tidak atau kristen semua atau islam semua
6339,"USER Kalau ini, paling takut sama rezim..'",pengguna kalau ini paling takut sama rezim
6340,"Kecacatan LGBT, diberi ruang kononnya kebebasan hak. Hedonisme dirancakkan lagi dengan Radiohead.'",kecacatan lgbt diberi ruang kononya kebebasan hak hedonisme dirancakan lagi dengan radio head
6341,"RT USER: Syarat untuk menggunakan Tai Chi, kudu tauk apa yg sedang dimainkan oleh lawan. Kudu tauk materi yg sedang dipergunakan oleh\xe2\x80\xa6'",rt pengguna syarat untuk menggunakan tai chi harus tau apa yang sedang dimainkan oleh lawan harus tau materi yang sedang dipergunakan oleh xe x xa
6342,USER Hadapi 2019,pengguna hadapi
6343,"Kerja.. Ada anak kecil.. Gue senyumin.. Seketika anaknya nangis , bilang ke papahnya ""pah, cici itu kaya vampir.. Ada taringnya""\n\nBangsad:))\nMakasih loh deee:))\nGue sedot juga tuh ubun ubun:))'",kerja ada anak kecil gue senyumi seketika anaknya menangis bilang ke papanya pah cici itu kayak vampir ada taringnya dan bangsat terima kasih lah deh gue sedot juga itu ubun ubun
6344,Muhammadiyah semakin kritis: pemerintah Jokowi mulai otoriter.,muhamadiyah semakin kritis pemerintah jokowi mulai otoriter
6345,"Kalau melihat agama dan kebudayaan, jadi teringat bagaimana budaya mempengaruhi orang2 Kristen Yunani dan Yahudi pd gereja purba dan konflik2nya, akhirnya Rasul Paulus pun turun tangan utk meredakan konflik yg ada, atau saat kita mempelajari hal itu dida",kalau melihat agama dan kebudayan jadi teringat bagaimana budaya mempengaruhi orang kristen yunani dan yahudi pada gereja purba dan konflik nya akhirnya rasul paulus pun turun tangan untuk meredakan konflik yang ada atau sat kita mempelajari hal itu dida
6346,USER mampus ucup di dm ma mas raka',pengguna mampus ucup di direct message sama mas raka
6347,"USER USER USER USER USER USER USER USER USER USER USER duuuuhhhh,, Jaya Suprana yang kristen saja mau berguru dengan beliau, lah yg ngaku muslim kok ora",pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna aduh jaya suprana yang kristen saja mau berguru dengan beliau lah yang mengakui muslim kok tidak
6348,"USER USER Hahahaha mana gue ngatain agama selain islam hayoo? Hahaha debat lo model gitu? Idih gak level. Masa debat gara2 salah tangkep kalimat kan bikin malu, malu dong sama cebong yang islam agamanya lo hina2 hahahaha sungguh kaum cebong ka",pengguna pengguna haha mana gue memaki agama selain islam hayo haha debat kamu model begitu idih tidak level masa debat gara salah tangkap kalimat kan bikin malu malu dong sama cebong yang islam agamanya kamu hina haha sunguh kaum cebong kakak
6349,"USER USER wes lemu, ireng, kafir sisan\n\nasu'",pengguna pengguna sudah besar ireng kafir sekalian dan anjing
6350,Saya termasuk orang yang tidak percaya sejarah yg ditulis/difilmkan ttg G30S /PKI\nSaat rame2nya saya kultwit ttg itu saya block akun2 keluarga cendana yg sebelumnya follow saya.\nDan saya tersentuh dg nasib puluhan juta keluarga yg distigma ...\nHUMANIT,saya termasuk orang yang tidak percaya sejarah yang ditulis difilmkan tg tidak si partai komunis indonesia nsat ramai nya saya kuliah lewat twitter tg itu saya blok akun keluarga cendana yang sebelumnya folow saya dan saya tersentuh dengan nasib puluhan juta keluarga yang distigma humanit
6351,USER USER Si USER mah dungu bin dongok. Begitu dungunya smpai mengira kalo ada operasi inteligen bikin anarkisme lalu ribuan massa yg trlibat semuanya anggota intel. Wes..gak mutu blas org ini. Modalnya cm mulut asal njeplak',pengguna pengguna sih pengguna adalah dungu bin dungu begitu dungunya sampai mengira kalau ada operasi inteligen bikin anarkisme lalu ribuan masa yang terlibat semuanya angota intel sudah tidak mutu sama sekali orang ini modalnya cuma mulut asal njeplak
6352,USER USER dasar duo homo sarap hadehh pusing pala bebi',pengguna pengguna dasar duo homo sarap aduh pusing pala bebi
6353,kalau kafir itu jokowi licik picik dan culas. URL,kalau kafir itu jokowi licik picik dan culas uniform resource locator
6354,RT USER: test test\n\ndisini gua mau crita 2 crita skaligus HAHA. gua mau crita dokter forensik yg bisa berhubungan langsung sm makhluk goib\xe2\x80\xa6',rt pengguna tes tes dan disini gue mau cerita cerita sekaligus haha gue mau cerita dokter forensik yang bisa berhubungan langsung sama makhluk gaib xe x xa
6355,"gausah sok-sokan kali mau ngurus lahan yang lain pak, cak lah ko urus dulu wakilmu itu kok dah betul baru lah ko ikut pilkada lagi ya ; #Pilgubsu2018 #sumut #register40 #BajakTanah #DjarotCalonNapi #PILKADA2018",tidak usah sok sokan kali mau mengurus lahan yang lain pak cak lah kok urus dulu wakilmu itu kok sudah betul baru lah kok ikut pilihan kepala daerah lagi ya pilgubsu sumatra utara register bajak tanah djarotcalonapi pilihan kepala daerah
6356,JIMIN GANTENG BANGET BANGKAI',jimin ganteng banget bangkai
6357,"Di Aceh ia bersekolah di sekolah kristen tapi banyak guru sekolahnya yang muslim. Ada yant pakai peci. Ada banyak teman2 budha yany sekolah di aceh. ""Aceh ngga seperti yang banyak diberitakan, saya ngga pernah dipaksa pakai jilbab, tidak pernah dipaksa""",di aceh ia bersekolah di sekolah kristen tapi banyak guru sekolahnya yang muslim ada yang pakai peci ada banyak teman buddha yany sekolah di aceh aceh tidak seperti yang banyak diberitakan saya tidak pernah dipaksa pakai jilbab tidak pernah dipaksa
6358,USER USER USER gubernur Guwa!!!!,pengguna pengguna pengguna gubernur gue
6359,"Malu daah ni gua tiap hari mikirin Jokowi, mikirin cebong kampret dll. Sementara idup gua masih gini2 aja. Ke tetangga cuek, ke orang jarang nyapa. Tapi cuma ngtweet doang udh ngerasa paling tau ttg negara. Duh ajig'",malu sudah nih gue tiap hari memikirkan jokowi memikirkan cebong kampret dulu sementara hidup gue masih begini saja ke tetanga cuek ke orang jarang menyapa tapi cuma ngtwet doang sudah merasa paling tau tg negara aduh anjing
6360,"USER USER USER Iya pinter, makanya males juga sih ladenin orang bodoh kaya situ Hahaha. Lah, sesuatu itu yang tau sesuatu itu sendiri. Hahahaha. Fans Juve biasanya gak ngerti, jadi tim sama fans sama sama apaaaaa? ....................",pengguna pengguna pengguna iya pintar makanya malas juga sih meladeni orang bodoh kayak situ haha lah sesuatu itu yang tau sesuatu itu sendiri haha fan juventus biasanya tidak mengerti jadi tim sama fan sama sama apa
6361,"Sebenernya sdh capek ngurusi rezim wel geduwel dan pendukungnya yg mampet kuping+matanya, pinginnya tutup akun trus hidup normal di alam nyata,, tenang,, sejuk damai dan indah,, tapi ada tuntutan hati yg hrs terus semangat #2019GantiPresiden\xf0\x9f\x99\",sebenarnya sudah cape mengurusi rezim well geduwel dan pendukungnya yang mampat kuping matanya pinginya tutup akun terus hidup normal di alam nyata tenang sejuk damai dan indah tapi ada tuntutan hati yang harus terus semangat ganti presiden xf x f x
6362,"RT USER: Dari ribuan sperma yang berebut menetas, menjadi kampret adalah sebuah kesalahan alam..'",rt pengguna dari ribuan sperma yang berebut menetas menjadi kampret adalah sebuah kesalahan alam
6363,USER USER USER Yang dongo bego itu loe',pengguna pengguna pengguna yang dongok bego itu kamu
6364,Presiden Joko Widodo mengajak para ulama untuk ikut mendinginkan situasi menjelang pelaksanaan Pemilihan Kepala Daerah (Pilkada) serentak 2018 dan Pemilihan Umum (Pemilu) 2019. ,presiden joko widodo mengajak para ulama untuk ikut mendinginkan situasi menjelang pelaksanan pemilihan kepala daerah pilihan kepala daerah serentak dan pemilihan umum pemilihan umum
6365,"USER USER USER Sang Gubernur sibuk jalan2, sang Wagub sibuk mau ngganti Presiden.\nJadi yaaaa sudahlah....'",pengguna pengguna pengguna sang gubernur sibuk jalan sang wakil gubernur sibuk mau ganti presiden jadi ya sudahlah
6366,USER Bacot x si aseng ini kan ki',pengguna bacot x sih asing ini kan ki
6367,Pilkada NTT 2018,pilihan kepala daerah nanti
6368,RT USER Ingattt...cina/komunis/antek aseng skrng ada dibalik rezim,rt pengguna ingat cina komunis antek asing sekarang ada dibalik rezim
6369,"Bila hg dah giveup pakai seluar panjang, haaaa kain batik jugak malam niii.. PANAS GILA WOI'",bila hg sudah give up pakai seluar panjang apa kain batik juga malam nih panas gila woi
6370,"Tak peduli panas dan hujan, Presiden Jokowi terlihat tetap semangat meski baju putihnya basah kuyup.; ; Inilah Presiden Yang Pertama Menginjakkan Kakinya Ditanah Asmat Papua",tak peduli panas dan hujan presiden jokowi terlihat tetap semangat meski baju putihnya basah kuyup inilah presiden yang pertama menginjakan kakinya di tanah asmat papua
6371,USER INI BUKTI NYATA BUKAN EDITAN.MEREKA TEAM HOAX PEMENANGAN ANIES SANDI. URL,pengguna ini bukti nyata bukan editan mereka tim hoaks pemenangan anies sandi uniform resource locator
6372,USER anak kecil buta huruf\n\nhuft',pengguna anak kecil buta huruf dan huft
6373,USER Yg fitnah AM intel yahudi belum dihukum ya..',pengguna yang fitnah am intel yahudi belum dihukum ya
6374,Golkar Ingatkan Bahaya Gerakan Kaos Ganti Presiden 2019 - Suara Nasional,golkar ingatkan bahaya gerakan kaos ganti presiden suara nasional
6375,"tweetnya snek gua rt aja lah, cape gua ngurusin banci.'",twetnya makanan ringan gue rt saja lah cape gue mengurus banci
6376,RT USER ISIS berulah semua org/golongan/agama musuhin muslim &amp,rt pengguna isis berulah semua orang golongan agama memusuhi muslim amp
6377,Ejekan Monyet Kembali Mencemari Bola Sepak URL,ejekan monyet kembali mencemari bola sepak uniform resource locator
6378,"""Tinggal lama di Mesir jika tidak terpengaruh dengan budaya-budaya baik di sini, itu artinya kita masih belum jadi seorang pemerhati yang baik.; ; Pemerhati yang baik bisa membedakan antara budaya orang yang baik dengan...",tinggal lama di mesir jika tidak terpengaruh dengan budaya budaya baik di sini itu artinya kita masih belum jadi seorang pemerhati yang baik pemerhati yang baik bisa membedakan antara budaya orang yang baik dengan
6379,Ulama Apresiasi Kinerja Jokowi,ulama apresiasi kinerja jokowi
6380,"USER USER iya, bener begitu. Beliau yg paling matang, paling siap..paling kuat tuk kalahin petahana. kl Jd presiden jg gak gampang didikte mafia2..get real! Lagian presiden RI gak usah punya king maker 2an tuk pengarah, pendikte? apaan, Ind",pengguna pengguna iya benar begitu beliau yang paling matang paling siap paling kuat untuk kalahkan pertahanan kalau jadi presiden juga tidak gampang didikte mafia get real lagian presiden ri tidak usah punya raja maker an untuk pengarah pendikte apaan indonesia
6381,"USER mungkin babangnya batak, kristen, tapi lagi diajarin sama Tuhan utk bertanggungjawab. Gimana, masih sabar kan?'",pengguna mungkin abangnya batak kristen tapi lagi diajari sama tuhan untuk bertangungjawab bagaimana masih sabar kan
6382,RT USER: aku suka la marathon eps sebelum ni sbb alang2 tak buat pape. Si Azam ni mmg kena dgn watak. Dari cerita hati batu lg dia ni\xe2\x80\xa6',rt pengguna aku suka lah marathon episode sebelum nih sb alang tak buat pape sih azam nih mg kena dengan watak dari cerita hati batu lagi dia nih xe x xa
6383,USER USER USER teus maunya? dikit dikit nete gitu?',pengguna pengguna pengguna terus maunya sedikit sedikit nete begitu
6384,Ngemis like?ngemis komen?atau apasi?udik bgt kya baru main fb.',mengemis like mengemis komen atau apa sih udik banget kayak baru main facebook
6385,"Allah SWT dungu & biadab mengajarkan Muhammad cocok2 penis dgn 9 istri, ayatnya ada di Quran",alah subhanahu wa taala dungu biadab mengajarkan muhammad cocok penis dengan istri ayatnya ada di alquran
6386,"Arjuna berjuang demi negara, jangan jadi Muhammad demi ngaku nabi MENISTA bangsa sendiri & menggulingkan pemerintah",arjuna berjuang demi negara jangan jadi muhammad demi mengakui nabi menista bangsa sendiri mengulingkan pemerintah
6387,RT USER: #SANGE_AAAAAAAAAAH #memek gatel say pngen disruduk kontol ! Retweet sayang yg pngen #ngentot \xf0\x9f\x98\x98 kuy... URL,rt pengguna sange ah memek gatal sayang ingin diseruduk kontol retweet sayang yang ingin ngentot xf x f x x ayo uniform resource locator
6388,"NGATAIN GUA MONYET, TP MT GUA DI RT + LOVE WKWKW URL",memaki gue monyet tetapi mt gue di rt love wkwk uniform resource locator
6389,USER Jd clear islam nusantara bkn agama cm budaya doang ya brooh yg d pengaruhi ajaran islam btw scr kgk langsug bs d blg kafir ya pe nganutnya kl menngacu ucpn ente',pengguna jadi clear islam nusantara bukan agama cuma budaya doang ya broh yang di pengaruhi ajaran islam by the way secara tidak langsung bisa di bilang kafir ya pe menganutnya kalau mengacu ucapan kamu
6390,Demo ttg rohingyang hampir diseluruh negara kok dtuduh mw tumbangkan jkw emg warga rusia kenal jokowi yah pak,demo tg rohingya hampir diseluruh negara kok dituduh mw tumbangkan jokowi memang warga rusia kenal jokowi ya pak
6391,"Islam nusantara sudah dipromosikan rezim. Lalu Hindu nusantara, Budha Nusantara, dan Kristen nusantara kapan? \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84\n\nJahat amat sih, masak Agama non Islam gak diakuin di Negeri ini !? \xf0\x9f\x98\x8f\xf0\",islam nusantara sudah dipromosikan rezim lalu hindu nusantara buddha nusantara dan kristen nusantara kapan xf x f x x xf x f x x xf x f x x dan jahat amat sih masak agama non islam tidak diakui di negeri ini xf x f x x f xf
6392,Warga Jkt minta pak USER Tdk melantik Anies Sandi krn sdh jelas mrk terlibat dlm lingkaran Saracen. Politic_ID,warga jakarta meminta pak pengguna tidak melantik anies sandi karena sudah jelas mereka terlibat dalam lingkaran saracen politic id
6393,"We Belong Together feat. 2NE1's Park Bom tahun rilis MV 2008 dan tahun rilis lagu 2006 USER #KuisBigBangMTVN""",we belong together feat ini si park bom tahun rilis video musik dan tahun rilis lagu pengguna kuis big bang mtvn
6394,"Debat Pertama Pilkada Jateng di Kompas TV, Jumat 20 April 2018.... Mantabkan hati, pilih calon pemimpin sesuai aspirasi masing masing. Pilkada Jateng, Becik tur Nyenengke USER USER",debat pertama pilihan kepala daerah jawa tengah di kompas televisi jumat april mantapkan hati pilih calon pemimpin sesuai aspirasi masing masing pilihan kepala daerah jawa tengah becik tur menyenangkan pengguna pengguna
6395,"USER mas, yg komen dilapakmu banyak sekali dari bani \xf0\x9f\xa6\x87'",pengguna mas yang komen dilapakmu banyak sekali dari bani xf x f xa x
6396,USER Bukan soal itu pak fadli krena bpk wakil rakyat sebenarx mmberikan contoh. Nnti bpak bilangin bpk jokowi makax susah ekonomi,pengguna bukan soal itu pak fadli karena bapak wakil rakyat sebenarnya memberikan contoh nanti bapak bilang bapak jokowi makanya susah ekonomi
6397,"Angry Birds the Movie akan segera tayang di bulan ini. Sambil menanti, ada beberapa pelengkap untuk si kecil nih.",angry burung the film akan segera tayang di bulan ini sambil menanti ada beberapa pelengkap untuk sih kecil nih
6398,Heh! Bisa ga tutup congor lo yg bau itu! Bacot mulu kerjaan lo!',he bisa tidak tutup congor kamu yang bau itu bacot mulu kerjan kamu
6399,"Allah SWT yang di-sembah2 Muslim berkoar sombong: paling kuasa, paling besar, paling sakti, nyatanya dungu & biadab",alah subhanahu wa taala yang di sembah muslim berkoar sombong paling kuasa paling besar paling sakti nyatanya dungu biadab
6400,"USER :"") kasian banget asw'",pengguna kasihan banget anjing
6401,Banyak wna asing ke indonesia... karna mau ikut nyoblos... ,banyak warga negara asing asing ke indonesia karena mau ikut mencoblos
6402,"hakim: ""BUBARKAN KPK!""",hakim bubarkan komisi pemberantasan korupsi
6403,METRO TV sedang sibuk acara belain JOKOWI TIDAK OTORITER...faktanya RAKYAT YG MERASAKAN.. kebijakan yg main gunakan PERPPU semaunya saja..,metro televisi sedang sibuk acara membela jokowi tidak otoriter faktanya rakyat yang merasakan kebijakan yang main gunakan peraturan pemerintah pengganti undang undang semaunya saja
6404,"USER USER USER Itu bkn kisahnya dik.kisahnya,apa yg dia quote bkn bnd yg dibincang kn.Hentam org agama akk URL kalau sampai kata knp org islam blh percaya Nabi naik langit ke 7,percaya binatang buroq,bulan tbela",pengguna pengguna pengguna itu bukan kisahnya dik kisahnya apa yang dia kutipan bukan band yang dibincang kan hentam orang agama aku uniform resource locator kalau sampai kata kenapa orang islam boleh percaya nabi naik langit ke percaya binatang burak bulan tabela
6405,"Seorang pembela ngotot. ""Rocky Gerung gak salah. Dia tidak menyebutkan kitab suci agama apa yg dibilang fiksi. Buat apa kami tersinggung...""; ; ""Alquran itu kitab suci, bukan?""; ; ""Kitab suci dong. Kami akan membela Alquran sampai mati!""; ; ""Kamu sudah man",seorang pembela mengotot rocky gerung tidak salah dia tidak menyebutkan kitab suci agama apa yang dibilang fiksi buat apa kami tersingung alquran itu kitab suci bukan kitab suci dong kami akan membela alquran sampai mati kamu sudah man
